mol_id,smiles,dn_pred,lower_95,upper_95,interval_width_95
95,CS(=O)(=O)C=O,19.20786023584109,18.56009838043382,19.855622091248357,1.2955237108145348
96,O=Cc1ccccc1,19.68692439078673,19.03916253537946,20.334686246193996,1.2955237108145348
97,O=Cc1ccncc1,26.62374218837659,25.97598033296932,27.271504043783857,1.2955237108145348
98,O=Cc1cnccn1,27.567586497179526,26.91982464177226,28.215348352586794,1.2955237108145348
99,O=COC1CC1,18.43761611037755,17.789854254970283,19.08537796578482,1.2955237108145348
100,O=CC1CC1,19.027128597299278,18.37936674189201,19.674890452706546,1.2955237108145348
101,O=CC1CCOC1,18.45512314245107,17.807361287043804,19.10288499785834,1.2955237108145348
102,O=CC1CCNC1,26.211259197656947,25.56349734224968,26.859021053064215,1.2955237108145348
103,CCC(O)C=O,18.86253864144948,18.21477678604221,19.510300496856747,1.2955237108145348
104,O=CC(O)O,18.285646889571193,17.637885034163926,18.93340874497846,1.2955237108145348
105,CC(O)C=O,18.863450335486736,18.215688480079468,19.511212190894003,1.2955237108145348
106,COP(=O)(C=O)OC,17.287668958498294,16.639907103091026,17.935430813905562,1.2955237108145348
107,CCCCOC=O,18.99759381748203,18.349831962074763,19.6453556728893,1.2955237108145348
108,CC(C)(C)OC=O,18.76016853369929,18.11240667829202,19.407930389106557,1.2955237108145348
109,NOC=O,23.5754140340876,22.927652178680333,24.22317588949487,1.2955237108145348
110,CNOC=O,24.091973319736077,23.44421146432881,24.739735175143345,1.2955237108145348
111,CCNOC=O,24.38345898301291,23.735697127605643,25.03122083842018,1.2955237108145348
112,CN(C)OC=O,24.49063927857902,23.842877423171753,25.13840113398629,1.2955237108145348
113,O=CON1CC1,24.413789630660915,23.766027775253647,25.061551486068183,1.2955237108145348
114,O=COF,17.122575176016376,16.47481332060911,17.770337031423644,1.2955237108145348
115,O=COCl,19.409201152033738,18.76143929662647,20.056963007441006,1.2955237108145348
116,O=COC=O,18.320418759913597,17.67265690450633,18.968180615320865,1.2955237108145348
117,CC(=O)OC=O,18.10306057710511,17.455298721697844,18.75082243251238,1.2955237108145348
118,O=COC(=O)O,17.254945787460358,16.60718393205309,17.902707642867625,1.2955237108145348
119,NC(=O)OC=O,23.122599193790382,22.474837338383114,23.77036104919765,1.2955237108145348
120,CNC(=O)OC=O,23.50289336420531,22.855131508798042,24.150655219612577,1.2955237108145348
121,N#COC=O,23.414475920333494,22.766714064926227,24.062237775740762,1.2955237108145348
122,O=COS,19.789859137449977,19.14209728204271,20.437620992857244,1.2955237108145348
123,CSOC=O,19.83151147260419,19.183749617196924,20.47927332801146,1.2955237108145348
124,CS(=O)OC=O,18.891728130276626,18.243966274869358,19.539489985683893,1.2955237108145348
125,CS(=O)(=O)OC=O,17.869145137376933,17.221383281969665,18.5169069927842,1.2955237108145348
126,O=COc1ccccc1,18.72200426510792,18.074242409700652,19.369766120515187,1.2955237108145348
127,O=COc1ccncc1,25.73760680816846,25.089844952761194,26.38536866357573,1.2955237108145348
128,O=COc1cnccn1,26.703756510222068,26.0559946548148,27.351518365629335,1.2955237108145348
129,O=COC1CCOC1,17.706369839778375,17.058607984371108,18.354131695185643,1.2955237108145348
130,O=COC1CCNC1,25.401279914527155,24.753518059119887,26.049041769934423,1.2955237108145348
131,CCC(O)OC=O,18.043327695688696,17.395565840281428,18.691089551095963,1.2955237108145348
132,O=COC(O)O,17.301173619595282,16.653411764188014,17.94893547500255,1.2955237108145348
133,CC(O)OC=O,18.01784305948328,17.370081204076012,18.665604914890547,1.2955237108145348
134,COP(=O)(OC)OC=O,16.49151660130242,15.84375474589515,17.139278456709686,1.2955237108145348
135,CCCCNC=O,26.639467566956288,25.99170571154902,27.287229422363556,1.2955237108145348
136,CC(C)NC=O,26.04976166898,25.401999813572733,26.697523524387268,1.2955237108145348
137,CC(C)(C)NC=O,26.500218665897872,25.852456810490605,27.14798052130514,1.2955237108145348
138,O=CNO,23.846079585940103,23.198317730532835,24.49384144134737,1.2955237108145348
139,CONC=O,24.253601130051546,23.60583927464428,24.901362985458814,1.2955237108145348
140,CCONC=O,24.591676583147652,23.943914727740385,25.23943843855492,1.2955237108145348
141,CCCONC=O,25.38047514785138,24.732713292444114,26.02823700325865,1.2955237108145348
142,CC(C)ONC=O,25.095363263658367,24.4476014082511,25.743125119065635,1.2955237108145348
143,NNC=O,26.365867705014004,25.718105849606737,27.013629560421272,1.2955237108145348
144,CNNC=O,26.427179121103407,25.77941726569614,27.074940976510675,1.2955237108145348
145,CCNNC=O,27.48849922201298,26.840737366605712,28.136261077420247,1.2955237108145348
146,CN(C)NC=O,27.15748159773922,26.509719742331953,27.80524345314649,1.2955237108145348
147,O=CNN1CC1,27.025227509232472,26.377465653825205,27.67298936463974,1.2955237108145348
148,O=CNF,22.999119578948722,22.351357723541454,23.64688143435599,1.2955237108145348
149,O=CNCl,24.35468526909297,23.7069234136857,25.002447124500236,1.2955237108145348
150,O=CNC=O,24.2291462547964,23.581384399389133,24.87690811020367,1.2955237108145348
151,CC(=O)NC=O,24.418689277552083,23.770927422144815,25.06645113295935,1.2955237108145348
152,O=CNC(=O)O,23.353564278544653,22.705802423137385,24.00132613395192,1.2955237108145348
153,NC(=O)NC=O,25.997249895935287,25.34948804052802,26.645011751342555,1.2955237108145348
154,CNC(=O)NC=O,26.238379449290992,25.590617593883724,26.88614130469826,1.2955237108145348
155,N#CNC=O,26.181644170144608,25.53388231473734,26.829406025551876,1.2955237108145348
156,O=CNS,25.20542995450672,24.557668099099452,25.853191809913987,1.2955237108145348
157,CSNC=O,25.691989448927036,25.044227593519768,26.339751304334303,1.2955237108145348
158,CS(=O)NC=O,24.62399844220745,23.976236586800184,25.27176029761472,1.2955237108145348
159,CS(=O)(=O)NC=O,23.793006179197093,23.145244323789825,24.44076803460436,1.2955237108145348
160,O=CNc1ccccc1,26.30431347792964,25.65655162252237,26.952075333336907,1.2955237108145348
161,O=CNc1ccncc1,28.304143810528227,27.65638195512096,28.951905665935495,1.2955237108145348
162,O=CNc1cnccn1,29.05165484464174,28.40389298923447,29.699416700049007,1.2955237108145348
163,O=CNOC1CC1,25.029782635115858,24.38202077970859,25.677544490523125,1.2955237108145348
164,O=CNC1CC1,25.833951507479355,25.186189652072088,26.481713362886623,1.2955237108145348
165,O=CNC1CCOC1,25.280659413932725,24.632897558525457,25.928421269339992,1.2955237108145348
166,O=CNC1CCNC1,27.801718938310756,27.15395708290349,28.449480793718024,1.2955237108145348
167,CCC(O)NC=O,25.18392295913223,24.53616110372496,25.831684814539496,1.2955237108145348
168,O=CNC(O)O,23.33247991676503,22.684718061357763,23.9802417721723,1.2955237108145348
169,CC(O)NC=O,24.310757806620234,23.662995951212967,24.958519662027502,1.2955237108145348
170,COP(=O)(NC=O)OC,23.032014956549308,22.38425310114204,23.679776811956575,1.2955237108145348
171,CCCCCC=O,19.656534726111357,19.00877287070409,20.304296581518624,1.2955237108145348
172,CC(C)CC=O,19.77832842757807,19.130566572170803,20.42609028298534,1.2955237108145348
173,CC(C)(C)CC=O,19.50198527076595,18.854223415358682,20.149747126173217,1.2955237108145348
174,O=CCO,18.97412922304301,18.326367367635743,19.62189107845028,1.2955237108145348
175,COCC=O,18.898699502059056,18.25093764665179,19.546461357466324,1.2955237108145348
176,CCOCC=O,18.877950810453488,18.23018895504622,19.525712665860755,1.2955237108145348
177,CCCOCC=O,18.918938958959345,18.271177103552077,19.566700814366612,1.2955237108145348
178,CC(C)OCC=O,18.877618224475587,18.22985636906832,19.525380079882854,1.2955237108145348
179,NCC=O,24.762996988765895,24.115235133358627,25.410758844173163,1.2955237108145348
180,CNCC=O,25.378152164267654,24.730390308860386,26.02591401967492,1.2955237108145348
181,CCNCC=O,26.322284983241644,25.674523127834377,26.970046838648912,1.2955237108145348
182,CN(C)CC=O,25.90950112600524,25.26173927059797,26.557262981412507,1.2955237108145348
183,O=CCN1CC1,25.926953588744233,25.279191733336965,26.5747154441515,1.2955237108145348
184,O=CCF,18.273135244997164,17.625373389589896,18.92089710040443,1.2955237108145348
185,O=CCCl,20.683456682300275,20.035694826893007,21.331218537707542,1.2955237108145348
186,O=CCC=O,19.06204132954757,18.4142794741403,19.709803184954836,1.2955237108145348
187,CC(=O)CC=O,18.86106091629632,18.213299060889053,19.50882277170359,1.2955237108145348
188,O=CCC(=O)O,18.08300594119242,17.435244085785154,18.73076779659969,1.2955237108145348
189,NC(=O)CC=O,24.234391009243723,23.586629153836455,24.88215286465099,1.2955237108145348
190,CNC(=O)CC=O,24.82923909764678,24.181477242239513,25.47700095305405,1.2955237108145348
191,N#CCC=O,23.824667230174608,23.17690537476734,24.472429085581876,1.2955237108145348
192,O=CCS,20.967635512563582,20.319873657156315,21.61539736797085,1.2955237108145348
193,CSCC=O,20.902718377716827,20.25495652230956,21.550480233124095,1.2955237108145348
194,CS(=O)CC=O,19.77566483322825,19.127902977820984,20.42342668863552,1.2955237108145348
195,CS(=O)(=O)CC=O,18.951790629915763,18.304028774508495,19.59955248532303,1.2955237108145348
196,O=CCc1ccccc1,19.510341630167705,18.862579774760437,20.158103485574973,1.2955237108145348
197,O=CCc1ccncc1,26.775334662901425,26.127572807494158,27.423096518308693,1.2955237108145348
198,O=CCc1cnccn1,27.82429005843483,27.176528203027562,28.472051913842098,1.2955237108145348
199,O=CCOC1CC1,18.529429634197385,17.881667778790117,19.177191489604652,1.2955237108145348
200,O=CCC1CC1,19.199102330918187,18.55134047551092,19.846864186325455,1.2955237108145348
201,O=CCC1CCOC1,18.66609586662724,18.018334011219974,19.31385772203451,1.2955237108145348
202,O=CCC1CCNC1,26.393329336559052,25.745567481151785,27.04109119196632,1.2955237108145348
203,CCC(O)CC=O,18.883139239648607,18.23537738424134,19.530901095055874,1.2955237108145348
204,O=CCC(O)O,18.107267700080392,17.459505844673124,18.75502955548766,1.2955237108145348
205,CC(O)CC=O,18.875461660080827,18.22769980467356,19.523223515488095,1.2955237108145348
206,COP(=O)(CC=O)OC,16.963688429107293,16.315926573700025,17.61145028451456,1.2955237108145348
207,CCC(=O)O,18.72041249392422,18.07265063851695,19.368174349331486,1.2955237108145348
208,CCCC(=O)O,18.831330473746725,18.183568618339457,19.479092329153993,1.2955237108145348
209,CCCCC(=O)O,18.893278885006886,18.24551702959962,19.541040740414154,1.2955237108145348
210,CCCCCC(=O)O,18.836025214671103,18.188263359263836,19.48378707007837,1.2955237108145348
211,CC(C)CC(=O)O,18.780884873823847,18.13312301841658,19.428646729231115,1.2955237108145348
212,CC(C)(C)CC(=O)O,18.59504948413053,17.947287628723263,19.2428113395378,1.2955237108145348
213,O=C(O)CO,18.180072560215727,17.53231070480846,18.827834415622995,1.2955237108145348
214,COCC(=O)O,17.979187416164745,17.331425560757477,18.626949271572013,1.2955237108145348
215,CCOCC(=O)O,17.985082616934044,17.337320761526776,18.63284447234131,1.2955237108145348
216,CCCOCC(=O)O,17.989150146909385,17.341388291502117,18.636912002316652,1.2955237108145348
217,CC(C)OCC(=O)O,17.920224035434977,17.27246218002771,18.567985890842245,1.2955237108145348
218,NCC(=O)O,23.91544073216234,23.267678876755074,24.56320258756961,1.2955237108145348
219,CNCC(=O)O,24.255881939459695,23.608120084052427,24.903643794866962,1.2955237108145348
220,CCNCC(=O)O,25.21726586791972,24.569504012512454,25.86502772332699,1.2955237108145348
221,CN(C)CC(=O)O,24.95089409161211,24.303132236204842,25.598655947019378,1.2955237108145348
222,O=C(O)CN1CC1,24.925555159764656,24.277793304357388,25.573317015171924,1.2955237108145348
223,O=C(O)CF,17.060173999423984,16.412412144016717,17.707935854831252,1.2955237108145348
224,O=C(O)CCl,19.247996186568614,18.600234331161346,19.89575804197588,1.2955237108145348
225,CC(=O)CC(=O)O,18.035666963709314,17.387905108302046,18.683428819116582,1.2955237108145348
226,O=C(O)CC(=O)O,17.265995369001004,16.618233513593736,17.913757224408272,1.2955237108145348
227,NC(=O)CC(=O)O,23.45123551560624,22.80347366019897,24.098997371013507,1.2955237108145348
228,CNC(=O)CC(=O)O,23.968009491958608,23.32024763655134,24.615771347365875,1.2955237108145348
229,N#CCC(=O)O,23.573446975590187,22.92568512018292,24.221208830997455,1.2955237108145348
230,O=C(O)CS,19.632458422286913,18.984696566879645,20.28022027769418,1.2955237108145348
231,CSCC(=O)O,19.588728539682773,18.940966684275505,20.23649039509004,1.2955237108145348
232,CS(=O)CC(=O)O,18.621535985870487,17.97377413046322,19.269297841277755,1.2955237108145348
233,CS(=O)(=O)CC(=O)O,17.67488575682409,17.02712390141682,18.322647612231357,1.2955237108145348
234,O=C(O)Cc1ccccc1,18.784144931289116,18.13638307588185,19.431906786696384,1.2955237108145348
235,O=C(O)Cc1ccncc1,25.691663131755664,25.043901276348397,26.339424987162932,1.2955237108145348
236,O=C(O)Cc1cnccn1,26.815874642642314,26.168112787235046,27.46363649804958,1.2955237108145348
237,O=C(O)COC1CC1,17.58721399603479,16.939452140627523,18.23497585144206,1.2955237108145348
238,O=C(O)CC1CC1,18.558449057771664,17.910687202364397,19.206210913178932,1.2955237108145348
239,O=C(O)CC1CCOC1,17.65626158076356,17.00849972535629,18.304023436170826,1.2955237108145348
240,O=C(O)CC1CCNC1,25.305339931195576,24.657578075788308,25.953101786602844,1.2955237108145348
241,CCC(O)CC(=O)O,17.96859166808583,17.32082981267856,18.616353523493096,1.2955237108145348
242,O=C(O)CC(O)O,17.027294894774183,16.379533039366915,17.67505675018145,1.2955237108145348
243,CC(O)CC(=O)O,17.9703637794213,17.322601924014034,18.61812563482857,1.2955237108145348
244,COP(=O)(CC(=O)O)OC,15.844558361332938,15.19679650592567,16.492320216740204,1.2955237108145348
245,CCC(N)=O,25.432947583723152,24.785185728315884,26.08070943913042,1.2955237108145348
246,CCCC(N)=O,25.922196978851325,25.274435123444057,26.569958834258593,1.2955237108145348
247,CCCCC(N)=O,26.266124058298193,25.618362202890925,26.91388591370546,1.2955237108145348
248,CCCCCC(N)=O,26.36676786398798,25.719006008580713,27.01452971939525,1.2955237108145348
249,CC(C)CC(N)=O,26.34771874709794,25.69995689169067,26.995480602505207,1.2955237108145348
250,CC(C)(C)CC(N)=O,26.36725962968038,25.719497774273112,27.015021485087647,1.2955237108145348
251,NC(=O)CO,23.89024363773611,23.24248178232884,24.538005493143377,1.2955237108145348
252,COCC(N)=O,24.162780201356615,23.515018345949347,24.810542056763882,1.2955237108145348
253,CCOCC(N)=O,24.71467460373898,24.066912748331713,25.36243645914625,1.2955237108145348
254,CCCOCC(N)=O,25.166633741336486,24.51887188592922,25.814395596743754,1.2955237108145348
255,CC(C)OCC(N)=O,25.12173246942367,24.4739706140164,25.769494324830937,1.2955237108145348
256,NCC(N)=O,26.425228497500044,25.777466642092776,27.07299035290731,1.2955237108145348
257,CNCC(N)=O,26.93475470808253,26.28699285267526,27.582516563489797,1.2955237108145348
258,CCNCC(N)=O,27.534957052935614,26.887195197528346,28.18271890834288,1.2955237108145348
259,CN(C)CC(N)=O,27.66191711251778,27.014155257110513,28.30967896792505,1.2955237108145348
260,NC(=O)CN1CC1,27.525093040418426,26.87733118501116,28.172854895825694,1.2955237108145348
261,NC(=O)CF,22.955237878749035,22.307476023341767,23.602999734156302,1.2955237108145348
262,NC(=O)CCl,24.850191138784304,24.202429283377036,25.49795299419157,1.2955237108145348
263,CC(=O)CC(N)=O,24.65282412988622,24.005062274478952,25.300585985293488,1.2955237108145348
264,NC(=O)CC(N)=O,26.084750681481378,25.43698882607411,26.732512536888645,1.2955237108145348
265,CNC(=O)CC(N)=O,26.551912467956445,25.904150612549177,27.199674323363713,1.2955237108145348
266,N#CCC(N)=O,26.38161213921507,25.7338502838078,27.029373994622336,1.2955237108145348
267,NC(=O)CS,24.75828541035045,24.110523554943182,25.406047265757717,1.2955237108145348
268,CSCC(N)=O,25.445559188450257,24.79779733304299,26.093321043857525,1.2955237108145348
269,CS(=O)CC(N)=O,24.741437546700933,24.093675691293665,25.3891994021082,1.2955237108145348
270,CS(=O)(=O)CC(N)=O,23.650636902919462,23.002875047512195,24.29839875832673,1.2955237108145348
271,NC(=O)Cc1ccccc1,26.47081304309845,25.82305118769118,27.118574898505717,1.2955237108145348
272,NC(=O)Cc1ccncc1,28.32877332300387,27.6810114675966,28.976535178411137,1.2955237108145348
273,NC(=O)Cc1cnccn1,29.22932101879931,28.581559163392043,29.87708287420658,1.2955237108145348
274,NC(=O)COC1CC1,24.94044897012943,24.292687114722163,25.5882108255367,1.2955237108145348
275,NC(=O)CC1CC1,25.752757819619116,25.10499596421185,26.400519675026384,1.2955237108145348
276,NC(=O)CC1CCOC1,24.907988754721824,24.260226899314556,25.555750610129092,1.2955237108145348
277,NC(=O)CC1CCNC1,27.781494450316647,27.13373259490938,28.429256305723914,1.2955237108145348
278,CCC(O)CC(N)=O,25.14492112590211,24.49715927049484,25.792682981309376,1.2955237108145348
279,NC(=O)CC(O)O,23.49774786326289,22.849986007855623,24.14550971867016,1.2955237108145348
280,CC(O)CC(N)=O,24.615281463439352,23.967519608032084,25.26304331884662,1.2955237108145348
281,COP(=O)(CC(N)=O)OC,23.015334523926327,22.36757266851906,23.663096379333595,1.2955237108145348
282,CCCCCOC=O,18.992181866820015,18.344420011412748,19.639943722227283,1.2955237108145348
283,CC(C)COC=O,18.933075272566146,18.28531341715888,19.580837127973414,1.2955237108145348
284,CC(C)(C)COC=O,18.73186728475979,18.084105429352523,19.379629140167058,1.2955237108145348
285,O=COCO,18.262964852698946,17.61520299729168,18.910726708106214,1.2955237108145348
286,COCOC=O,17.97394670471573,17.32618484930846,18.621708560122997,1.2955237108145348
287,CCOCOC=O,18.01890014538235,17.371138289975082,18.666662000789618,1.2955237108145348
288,CCCOCOC=O,18.024362617266394,17.376600761859127,18.672124472673662,1.2955237108145348
289,CC(C)OCOC=O,18.01264840918618,17.364886553778913,18.660410264593448,1.2955237108145348
290,NCOC=O,24.04502286194114,23.39726100653387,24.692784717348406,1.2955237108145348
291,CNCOC=O,24.423596765793423,23.775834910386155,25.07135862120069,1.2955237108145348
292,CCNCOC=O,25.477826857785416,24.83006500237815,26.125588713192684,1.2955237108145348
293,CN(C)COC=O,25.209086336248,24.56132448084073,25.856848191655267,1.2955237108145348
294,O=COCN1CC1,25.13906113221006,24.491299276802792,25.786822987617327,1.2955237108145348
295,O=COCF,17.316721363412046,16.66895950800478,17.964483218819314,1.2955237108145348
296,O=COCCl,19.365575190157998,18.71781333475073,20.013337045565265,1.2955237108145348
297,O=CCOC=O,18.113484665343538,17.46572280993627,18.761246520750806,1.2955237108145348
298,CC(=O)COC=O,18.051626662073648,17.40386480666638,18.699388517480916,1.2955237108145348
299,O=COCC(=O)O,17.195609483969406,16.54784762856214,17.843371339376674,1.2955237108145348
300,NC(=O)COC=O,23.42704503411066,22.77928317870339,24.074806889517927,1.2955237108145348
301,CNC(=O)COC=O,23.94918498475024,23.30142312934297,24.596946840157507,1.2955237108145348
302,N#CCOC=O,23.440310807247144,22.792548951839876,24.08807266265441,1.2955237108145348
303,O=COCS,19.778648183544668,19.1308863281374,20.426410038951936,1.2955237108145348
304,CSCOC=O,19.78420385349669,19.136441998089424,20.43196570890396,1.2955237108145348
305,CS(=O)COC=O,18.874688502621314,18.226926647214047,19.522450358028582,1.2955237108145348
306,CS(=O)(=O)COC=O,17.683809896305416,17.036048040898148,18.331571751712683,1.2955237108145348
307,O=COCc1ccccc1,18.815841669893686,18.16807981448642,19.463603525300954,1.2955237108145348
308,O=COCc1ccncc1,25.919475688264722,25.271713832857454,26.56723754367199,1.2955237108145348
