mol_id,smiles,source,is_anchor
343,C#CNC=O,core+tail:C(=O)N+C#C,False
344,O=CNO,core+tail:C(=O)N+O,False
345,CONC=O,core+tail:C(=O)N+OC,False
346,CCONC=O,core+tail:C(=O)N+OCC,False
347,CCCONC=O,core+tail:C(=O)N+OCCC,False
348,CC(C)ONC=O,core+tail:C(=O)N+OC(C)C,False
349,NNC=O,core+tail:C(=O)N+N,False
350,CNNC=O,core+tail:C(=O)N+NC,False
351,CCNNC=O,core+tail:C(=O)N+NCC,False
352,CN(C)NC=O,core+tail:C(=O)N+N(C)C,False
353,O=CNN1CC1,core+tail:C(=O)N+N1CC1,False
354,O=CNF,core+tail:C(=O)N+F,False
355,O=CNCl,core+tail:C(=O)N+Cl,False
356,CC(=O)NC=O,core+tail:C(=O)N+C(=O)C,False
357,O=CNC(=O)O,core+tail:C(=O)N+C(=O)O,False
358,NC(=O)NC=O,core+tail:C(=O)N+C(=O)N,False
359,CNC(=O)NC=O,core+tail:C(=O)N+C(=O)NC,False
360,N#CNC=O,core+tail:C(=O)N+C#N,False
361,O=CNS,core+tail:C(=O)N+S,False
362,CSNC=O,core+tail:C(=O)N+SC,False
363,CS(=O)NC=O,core+tail:C(=O)N+S(=O)C,False
364,CS(=O)(=O)NC=O,core+tail:C(=O)N+S(=O)(=O)C,False
365,O=CNc1ccccc1,core+tail:C(=O)N+c1ccccc1,False
366,O=CNc1ccncc1,core+tail:C(=O)N+c1ccncc1,False
367,O=CNc1cnccn1,core+tail:C(=O)N+c1cnccn1,False
368,O=CNOC1CC1,core+tail:C(=O)N+OC1CC1,False
369,O=CNC1CC1,core+tail:C(=O)N+C1CC1,False
370,O=CNC1CCOC1,core+tail:C(=O)N+C1CCOC1,False
371,O=CNC1CCNC1,core+tail:C(=O)N+C1CCNC1,False
372,CCC(O)NC=O,core+tail:C(=O)N+C(O)CC,False
373,O=CNC(O)O,core+tail:C(=O)N+C(O)O,False
374,CC(O)NC=O,core+tail:C(=O)N+C(O)C,False
375,COP(=O)(NC=O)OC,core+tail:C(=O)N+P(=O)(OC)OC,False
376,COC(=O)NC=O,core+tail:C(=O)N+C(=O)OC,False
377,NCNC=O,core+tail:C(=O)N+CN,False
378,O=CNP,core+tail:C(=O)N+P,False
379,C[PH](=O)NC=O,core+tail:C(=O)N+P(=O)C,False
380,N[PH](=O)NC=O,core+tail:C(=O)N+P(=O)N,False
381,CCCCCC=O,core+tail:C(=O)C+CCCC,False
382,CC(C)CC=O,core+tail:C(=O)C+C(C)C,False
383,CC(C)(C)CC=O,core+tail:C(=O)C+C(C)(C)C,False
384,C=CCC=O,core+tail:C(=O)C+C=C,False
385,C#CCC=O,core+tail:C(=O)C+C#C,False
386,COCC=O,core+tail:C(=O)C+OC,False
387,CCOCC=O,core+tail:C(=O)C+OCC,False
388,CCCOCC=O,core+tail:C(=O)C+OCCC,False
389,CC(C)OCC=O,core+tail:C(=O)C+OC(C)C,False
390,CNCC=O,core+tail:C(=O)C+NC,False
391,CCNCC=O,core+tail:C(=O)C+NCC,False
392,CN(C)CC=O,core+tail:C(=O)C+N(C)C,False
393,O=CCN1CC1,core+tail:C(=O)C+N1CC1,False
394,O=CCF,core+tail:C(=O)C+F,False
395,O=CCCl,core+tail:C(=O)C+Cl,False
396,O=CCC=O,core+tail:C(=O)C+C=O,False
397,CC(=O)CC=O,core+tail:C(=O)C+C(=O)C,False
398,O=CCC(=O)O,core+tail:C(=O)C+C(=O)O,False
399,NC(=O)CC=O,core+tail:C(=O)C+C(=O)N,False
400,CNC(=O)CC=O,core+tail:C(=O)C+C(=O)NC,False
401,N#CCC=O,core+tail:C(=O)C+C#N,False
402,O=CCS,core+tail:C(=O)C+S,False
403,CSCC=O,core+tail:C(=O)C+SC,False
404,CS(=O)CC=O,core+tail:C(=O)C+S(=O)C,False
405,CS(=O)(=O)CC=O,core+tail:C(=O)C+S(=O)(=O)C,False
406,O=CCc1ccncc1,core+tail:C(=O)C+c1ccncc1,False
407,O=CCc1cnccn1,core+tail:C(=O)C+c1cnccn1,False
408,O=CCOC1CC1,core+tail:C(=O)C+OC1CC1,False
409,O=CCC1CC1,core+tail:C(=O)C+C1CC1,False
410,O=CCC1CCOC1,core+tail:C(=O)C+C1CCOC1,False
411,O=CCC1CCNC1,core+tail:C(=O)C+C1CCNC1,False
412,CCC(O)CC=O,core+tail:C(=O)C+C(O)CC,False
413,O=CCC(O)O,core+tail:C(=O)C+C(O)O,False
414,CC(O)CC=O,core+tail:C(=O)C+C(O)C,False
415,COP(=O)(CC=O)OC,core+tail:C(=O)C+P(=O)(OC)OC,False
416,COC(=O)CC=O,core+tail:C(=O)C+C(=O)OC,False
417,NCCC=O,core+tail:C(=O)C+CN,False
418,O=CCP,core+tail:C(=O)C+P,False
419,C[PH](=O)CC=O,core+tail:C(=O)C+P(=O)C,False
420,N[PH](=O)CC=O,core+tail:C(=O)C+P(=O)N,False
421,CCCCC(=O)O,core+tail:O=C(O)C+CCC,False
422,CCCCCC(=O)O,core+tail:O=C(O)C+CCCC,False
423,CC(C)CC(=O)O,core+tail:O=C(O)C+C(C)C,False
424,CC(C)(C)CC(=O)O,core+tail:O=C(O)C+C(C)(C)C,False
425,C=CCC(=O)O,core+tail:O=C(O)C+C=C,False
426,C#CCC(=O)O,core+tail:O=C(O)C+C#C,False
427,O=C(O)CO,core+tail:O=C(O)C+O,False
428,COCC(=O)O,core+tail:O=C(O)C+OC,False
429,CCOCC(=O)O,core+tail:O=C(O)C+OCC,False
430,CCCOCC(=O)O,core+tail:O=C(O)C+OCCC,False
431,CC(C)OCC(=O)O,core+tail:O=C(O)C+OC(C)C,False
432,NCC(=O)O,core+tail:O=C(O)C+N,False
433,CNCC(=O)O,core+tail:O=C(O)C+NC,False
434,CCNCC(=O)O,core+tail:O=C(O)C+NCC,False
435,CN(C)CC(=O)O,core+tail:O=C(O)C+N(C)C,False
436,O=C(O)CN1CC1,core+tail:O=C(O)C+N1CC1,False
437,O=C(O)CF,core+tail:O=C(O)C+F,False
438,O=C(O)CCl,core+tail:O=C(O)C+Cl,False
439,CC(=O)CC(=O)O,core+tail:O=C(O)C+C(=O)C,False
440,NC(=O)CC(=O)O,core+tail:O=C(O)C+C(=O)N,False
441,CNC(=O)CC(=O)O,core+tail:O=C(O)C+C(=O)NC,False
442,N#CCC(=O)O,core+tail:O=C(O)C+C#N,False
443,O=C(O)CS,core+tail:O=C(O)C+S,False
444,CSCC(=O)O,core+tail:O=C(O)C+SC,False
445,CS(=O)CC(=O)O,core+tail:O=C(O)C+S(=O)C,False
446,CS(=O)(=O)CC(=O)O,core+tail:O=C(O)C+S(=O)(=O)C,False
447,O=C(O)Cc1ccccc1,core+tail:O=C(O)C+c1ccccc1,False
448,O=C(O)Cc1ccncc1,core+tail:O=C(O)C+c1ccncc1,False
449,O=C(O)Cc1cnccn1,core+tail:O=C(O)C+c1cnccn1,False
450,O=C(O)COC1CC1,core+tail:O=C(O)C+OC1CC1,False
451,O=C(O)CC1CC1,core+tail:O=C(O)C+C1CC1,False
452,O=C(O)CC1CCOC1,core+tail:O=C(O)C+C1CCOC1,False
453,O=C(O)CC1CCNC1,core+tail:O=C(O)C+C1CCNC1,False
454,CCC(O)CC(=O)O,core+tail:O=C(O)C+C(O)CC,False
455,O=C(O)CC(O)O,core+tail:O=C(O)C+C(O)O,False
456,CC(O)CC(=O)O,core+tail:O=C(O)C+C(O)C,False
457,COP(=O)(CC(=O)O)OC,core+tail:O=C(O)C+P(=O)(OC)OC,False
458,COC(=O)CC(=O)O,core+tail:O=C(O)C+C(=O)OC,False
459,O=C(O)CP,core+tail:O=C(O)C+P,False
460,C[PH](=O)CC(=O)O,core+tail:O=C(O)C+P(=O)C,False
461,N[PH](=O)CC(=O)O,core+tail:O=C(O)C+P(=O)N,False
462,CCCC(N)=O,core+tail:O=C(N)C+CC,False
463,CCCCC(N)=O,core+tail:O=C(N)C+CCC,False
464,CCCCCC(N)=O,core+tail:O=C(N)C+CCCC,False
465,CC(C)CC(N)=O,core+tail:O=C(N)C+C(C)C,False
466,CC(C)(C)CC(N)=O,core+tail:O=C(N)C+C(C)(C)C,False
467,C=CCC(N)=O,core+tail:O=C(N)C+C=C,False
468,C#CCC(N)=O,core+tail:O=C(N)C+C#C,False
469,COCC(N)=O,core+tail:O=C(N)C+OC,False
470,CCOCC(N)=O,core+tail:O=C(N)C+OCC,False
471,CCCOCC(N)=O,core+tail:O=C(N)C+OCCC,False
472,CC(C)OCC(N)=O,core+tail:O=C(N)C+OC(C)C,False
473,NCC(N)=O,core+tail:O=C(N)C+N,False
474,CNCC(N)=O,core+tail:O=C(N)C+NC,False
475,CCNCC(N)=O,core+tail:O=C(N)C+NCC,False
476,CN(C)CC(N)=O,core+tail:O=C(N)C+N(C)C,False
477,NC(=O)CN1CC1,core+tail:O=C(N)C+N1CC1,False
478,NC(=O)CF,core+tail:O=C(N)C+F,False
479,NC(=O)CCl,core+tail:O=C(N)C+Cl,False
480,CC(=O)CC(N)=O,core+tail:O=C(N)C+C(=O)C,False
481,CNC(=O)CC(N)=O,core+tail:O=C(N)C+C(=O)NC,False
482,N#CCC(N)=O,core+tail:O=C(N)C+C#N,False
483,NC(=O)CS,core+tail:O=C(N)C+S,False
484,CSCC(N)=O,core+tail:O=C(N)C+SC,False
485,CS(=O)CC(N)=O,core+tail:O=C(N)C+S(=O)C,False
486,CS(=O)(=O)CC(N)=O,core+tail:O=C(N)C+S(=O)(=O)C,False
