id,source_db,smiles,name,cas,dn,an,epsilon_r,viscosity_cp,dipole_debye,conductivity_S_cm,oxidation_V,reduction_V,family,doi,license,notes,temperature_K,concentration_m
ELC-00023,ELC,CCOC(=O)OC(C)F,CCOC(=O)OC(C)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00024,ELC,CCOC(=O)OC(C)F,CCOC(=O)OC(C)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00025,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00026,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00027,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00028,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00029,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00030,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00031,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00032,ELC,CC(OC(=O)OCC(F)(F)F)F,CC(OC(=O)OCC(F)(F)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00033,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00034,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00035,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00036,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00037,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00038,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00039,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00040,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00041,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00042,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00043,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00044,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00045,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00046,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00047,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00048,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00049,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00050,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00051,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00052,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00053,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00054,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00055,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00056,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00057,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00058,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00059,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00060,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00061,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00062,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00063,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00064,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00065,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00066,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00067,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00068,ELC,FC1COC(=O)O1,FC1COC(=O)O1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00069,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00070,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00071,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00072,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00073,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00074,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00075,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00076,ELC,C1(C(OC(=O)O1)F)F,C1(C(OC(=O)O1)F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00077,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00078,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00079,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00080,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00081,ELC,O=C1OCCO1,O=C1OCCO1,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00082,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00083,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00084,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00085,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00086,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00087,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00088,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00089,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00090,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00091,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00092,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00093,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00094,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00095,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00096,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00097,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00098,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00099,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00100,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00101,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00102,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00103,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00104,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00105,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00106,ELC,FC(F)C(F)(F)COC(F)(F)C(F)F,FC(F)C(F)(F)COC(F)(F)C(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00107,ELC,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00108,ELC,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00109,ELC,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00110,ELC,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00111,ELC,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,COC(F)(C(F)(F)C(F)(F)F)C(F)(C(F)(F)F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00112,ELC,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00113,ELC,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
ELC-00114,ELC,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,CC(OC(F)(F)C(F)C(F)(F)F)C(F)(F)C(F)C(F)(F)F,,nan,nan,nan,nan,nan,nan,nan,nan,liquid_electrolyte,10.1021/acs.chemmater.4c03196,MIT,Electrolytomics,nan,nan
